"lat1","lon1","lat2","lon2","name"
"24.8092676","-107.4063074","24.8087013","-107.4068409","Boulevard Pedro Infante"
"24.8087013","-107.4068409","24.8085220","-107.4070228","Boulevard Pedro Infante"
"24.8085220","-107.4070228","24.8084313","-107.4070960","Boulevard Pedro Infante"
"24.8084313","-107.4070960","24.8070027","-107.4082080","Boulevard Pedro Infante"
"24.8070027","-107.4082080","24.8075067","-107.4076425","Boulevard Pedro Infante"
"24.8075067","-107.4076425","24.8075067","-107.4076425","Boulevard Pedro Infante"
"24.8075067","-107.4076425","24.8078403","-107.4074118","Boulevard Pedro Infante"
"24.8078403","-107.4074118","24.8079259","-107.4073467","Boulevard Pedro Infante"
"24.8079259","-107.4073467","24.8086288","-107.4067431","Boulevard Pedro Infante"
"24.8086288","-107.4067431","24.8091841","-107.4062455","Boulevard Pedro Infante"
"24.8091841","-107.4062455","24.8084313","-107.4070960","Boulevard Pedro Infante"
"24.8084313","-107.4070960","24.8076418","-107.4077497","Boulevard Pedro Infante"
"24.8076418","-107.4077497","24.8073679","-107.4079630","Boulevard Pedro Infante"
"24.8073679","-107.4079630","24.8071500","-107.4081641","Boulevard Pedro Infante"
"24.8071500","-107.4081641","24.8063331","-107.4089874","Boulevard Pedro Infante"
"24.8063331","-107.4089874","24.8066008","-107.4085875","Boulevard Pedro Infante"
"24.8066008","-107.4085875","24.8070027","-107.4082080","Boulevard Pedro Infante"
"24.8070027","-107.4082080","24.8062459","-107.4089117","Boulevard Pedro Infante"
"24.8062459","-107.4089117","","","Boulevard Pedro Infante"
"24.7978149","-107.3871594","24.7977528","-107.3880793","Boulevard Emiliano Zapata"
"24.7977528","-107.3880793","24.7977008","-107.3892443","Boulevard Emiliano Zapata"
"24.7977008","-107.3892443","24.7976531","-107.3902671","Boulevard Emiliano Zapata"
"24.7976531","-107.3902671","24.7976176","-107.3909516","Boulevard Emiliano Zapata"
"24.7976176","-107.3909516","24.7975770","-107.3916763","Boulevard Emiliano Zapata"
"24.7975770","-107.3916763","24.7975172","-107.3927536","Boulevard Emiliano Zapata"
"24.7975172","-107.3927536","24.7974547","-107.3939469","Boulevard Emiliano Zapata"
"24.7974547","-107.3939469","24.7920265","-107.4215370","Boulevard Emiliano Zapata"
"24.7920265","-107.4215370","24.7929129","-107.4166065","Boulevard Emiliano Zapata"
"24.7929129","-107.4166065","24.7929353","-107.4152656","Boulevard Emiliano Zapata"
"24.7929353","-107.4152656","24.7929373","-107.4143724","Boulevard Emiliano Zapata"
"24.7929373","-107.4143724","24.7929373","-107.4143268","Boulevard Emiliano Zapata"
"24.7929373","-107.4143268","24.7929468","-107.4134331","Boulevard Emiliano Zapata"
"24.7929468","-107.4134331","24.7929467","-107.4128766","Boulevard Emiliano Zapata"
"24.7929467","-107.4128766","24.7929559","-107.4127395","Boulevard Emiliano Zapata"
"24.7929559","-107.4127395","24.7930419","-107.4115041","Boulevard Emiliano Zapata"
"24.7930419","-107.4115041","24.7933445","-107.4103555","Boulevard Emiliano Zapata"
"24.7933445","-107.4103555","24.7936058","-107.4097992","Boulevard Emiliano Zapata"
"24.7936058","-107.4097992","24.7936724","-107.4098217","Boulevard Emiliano Zapata"
"24.7936724","-107.4098217","24.7935649","-107.4102117","Boulevard Emiliano Zapata"
"24.7935649","-107.4102117","24.7935642","-107.4102136","Boulevard Emiliano Zapata"
"24.7935642","-107.4102136","24.7934586","-107.4104737","Boulevard Emiliano Zapata"
"24.7934586","-107.4104737","24.7931058","-107.4127755","Boulevard Emiliano Zapata"
"24.7931058","-107.4127755","24.7930979","-107.4128969","Boulevard Emiliano Zapata"
"24.7930979","-107.4128969","24.7930692","-107.4133872","Boulevard Emiliano Zapata"
"24.7930692","-107.4133872","24.7930527","-107.4143497","Boulevard Emiliano Zapata"
"24.7930527","-107.4143497","24.7930516","-107.4144141","Boulevard Emiliano Zapata"
"24.7930516","-107.4144141","24.7930485","-107.4145910","Boulevard Emiliano Zapata"
"24.7930485","-107.4145910","24.7930370","-107.4152622","Boulevard Emiliano Zapata"
"24.7930370","-107.4152622","24.7930109","-107.4165973","Boulevard Emiliano Zapata"
"24.7930109","-107.4165973","24.7927795","-107.4187727","Boulevard Emiliano Zapata"
"24.7927795","-107.4187727","24.7948748","-107.4066715","Boulevard Emiliano Zapata"
"24.7948748","-107.4066715","24.7944321","-107.4078131","Boulevard Emiliano Zapata"
"24.7944321","-107.4078131","24.7941176","-107.4086067","Boulevard Emiliano Zapata"
"24.7941176","-107.4086067","24.7940177","-107.4088595","Boulevard Emiliano Zapata"
"24.7940177","-107.4088595","24.7935432","-107.4097780","Boulevard Emiliano Zapata"
"24.7935432","-107.4097780","24.7938234","-107.4090118","Boulevard Emiliano Zapata"
"24.7938234","-107.4090118","24.7943202","-107.4077632","Boulevard Emiliano Zapata"
"24.7943202","-107.4077632","24.7947640","-107.4066332","Boulevard Emiliano Zapata"
"24.7947640","-107.4066332","24.7954404","-107.4054240","Boulevard Emiliano Zapata"
"24.7954404","-107.4054240","24.7949877","-107.4067105","Boulevard Emiliano Zapata"
"24.7949877","-107.4067105","24.7945407","-107.4078616","Boulevard Emiliano Zapata"
"24.7945407","-107.4078616","24.7941387","-107.4088708","Boulevard Emiliano Zapata"
"24.7941387","-107.4088708","24.7937487","-107.4098581","Boulevard Emiliano Zapata"
"24.7937487","-107.4098581","24.7968007","-107.4015018","Boulevard Emiliano Zapata"
"24.7968007","-107.4015018","24.7969560","-107.4006640","Boulevard Emiliano Zapata"
"24.7969560","-107.4006640","24.7970157","-107.4001362","Boulevard Emiliano Zapata"
"24.7970157","-107.4001362","24.7970504","-107.3995228","Boulevard Emiliano Zapata"
"24.7970504","-107.3995228","24.7970529","-107.3994496","Boulevard Emiliano Zapata"
"24.7970529","-107.3994496","24.7970626","-107.3992887","Boulevard Emiliano Zapata"
"24.7970626","-107.3992887","24.7970627","-107.3992485","Boulevard Emiliano Zapata"
"24.7970627","-107.3992485","24.7970845","-107.3988381","Boulevard Emiliano Zapata"
"24.7970845","-107.3988381","24.7970888","-107.3987335","Boulevard Emiliano Zapata"
"24.7970888","-107.3987335","24.7971040","-107.3984116","Boulevard Emiliano Zapata"
"24.7971040","-107.3984116","24.7971345","-107.3975721","Boulevard Emiliano Zapata"
"24.7971345","-107.3975721","24.7971483","-107.3973544","Boulevard Emiliano Zapata"
"24.7971483","-107.3973544","24.7972106","-107.3963544","Boulevard Emiliano Zapata"
"24.7972106","-107.3963544","24.7972425","-107.3958064","Boulevard Emiliano Zapata"
"24.7972425","-107.3958064","24.7972802","-107.3951601","Boulevard Emiliano Zapata"
"24.7972802","-107.3951601","24.7973106","-107.3946385","Boulevard Emiliano Zapata"
"24.7973106","-107.3946385","24.7973144","-107.3945741","Boulevard Emiliano Zapata"
"24.7973144","-107.3945741","24.7973751","-107.3939424","Boulevard Emiliano Zapata"
"24.7973751","-107.3939424","24.7969168","-107.4015210","Boulevard Emiliano Zapata"
"24.7969168","-107.4015210","24.7966877","-107.4022117","Boulevard Emiliano Zapata"
"24.7966877","-107.4022117","24.7965184","-107.4026401","Boulevard Emiliano Zapata"
"24.7965184","-107.4026401","24.7961834","-107.4035064","Boulevard Emiliano Zapata"
"24.7961834","-107.4035064","24.7957658","-107.4045784","Boulevard Emiliano Zapata"
"24.7957658","-107.4045784","24.7955852","-107.4050387","Boulevard Emiliano Zapata"
"24.7955852","-107.4050387","24.7974547","-107.3939469","Boulevard Emiliano Zapata"
"24.7974547","-107.3939469","24.7974563","-107.3951788","Boulevard Emiliano Zapata"
"24.7974563","-107.3951788","24.7974116","-107.3963815","Boulevard Emiliano Zapata"
"24.7974116","-107.3963815","24.7973785","-107.3973691","Boulevard Emiliano Zapata"
"24.7973785","-107.3973691","24.7973709","-107.3975297","Boulevard Emiliano Zapata"
"24.7973709","-107.3975297","24.7973285","-107.3984329","Boulevard Emiliano Zapata"
"24.7973285","-107.3984329","24.7973081","-107.3988674","Boulevard Emiliano Zapata"
"24.7973081","-107.3988674","24.7973024","-107.3989888","Boulevard Emiliano Zapata"
"24.7973024","-107.3989888","24.7972895","-107.3992641","Boulevard Emiliano Zapata"
"24.7972895","-107.3992641","24.7972803","-107.3994607","Boulevard Emiliano Zapata"
"24.7972803","-107.3994607","24.7972337","-107.4001718","Boulevard Emiliano Zapata"
"24.7972337","-107.4001718","24.7971659","-107.4006668","Boulevard Emiliano Zapata"
"24.7971659","-107.4006668","24.7973751","-107.3939424","Boulevard Emiliano Zapata"
"24.7973751","-107.3939424","24.7974320","-107.3927460","Boulevard Emiliano Zapata"
"24.7974320","-107.3927460","24.7975211","-107.3909336","Boulevard Emiliano Zapata"
"24.7975211","-107.3909336","24.7975569","-107.3902651","Boulevard Emiliano Zapata"
"24.7975569","-107.3902651","24.7976019","-107.3892362","Boulevard Emiliano Zapata"
"24.7976019","-107.3892362","24.7976372","-107.3885028","Boulevard Emiliano Zapata"
"24.7976372","-107.3885028","24.7976601","-107.3880595","Boulevard Emiliano Zapata"
"24.7976601","-107.3880595","24.7976765","-107.3876308","Boulevard Emiliano Zapata"
"24.7976765","-107.3876308","24.7977195","-107.3871355","Boulevard Emiliano Zapata"
"24.7977195","-107.3871355","24.7970794","-107.4006815","Boulevard Emiliano Zapata"
"24.7970794","-107.4006815","24.7971418","-107.4001570","Boulevard Emiliano Zapata"
"24.7971418","-107.4001570","24.7971660","-107.3996938","Boulevard Emiliano Zapata"
"24.7971660","-107.3996938","24.7971790","-107.3994558","Boulevard Emiliano Zapata"
"24.7971790","-107.3994558","24.7971860","-107.3992603","Boulevard Emiliano Zapata"
"24.7971860","-107.3992603","24.7972123","-107.3986991","Boulevard Emiliano Zapata"
"24.7972123","-107.3986991","24.7972141","-107.3986211","Boulevard Emiliano Zapata"
"24.7972141","-107.3986211","24.7972232","-107.3984188","Boulevard Emiliano Zapata"
"24.7972232","-107.3984188","24.7972445","-107.3977091","Boulevard Emiliano Zapata"
"24.7972445","-107.3977091","24.7972638","-107.3973618","Boulevard Emiliano Zapata"
"24.7972638","-107.3973618","24.7972947","-107.3963668","Boulevard Emiliano Zapata"
"24.7972947","-107.3963668","24.7973168","-107.3959230","Boulevard Emiliano Zapata"
"24.7973168","-107.3959230","24.7973545","-107.3951666","Boulevard Emiliano Zapata"
"24.7973545","-107.3951666","24.7973806","-107.3946421","Boulevard Emiliano Zapata"
"24.7973806","-107.3946421","24.7968007","-107.4015018","Boulevard Emiliano Zapata"
"24.7968007","-107.4015018","24.7954377","-107.4049745","Boulevard Emiliano Zapata"
"24.7954377","-107.4049745","24.7955345","-107.4047348","Boulevard Emiliano Zapata"
"24.7955345","-107.4047348","24.7956212","-107.4045138","Boulevard Emiliano Zapata"
"24.7956212","-107.4045138","24.7957211","-107.4042519","Boulevard Emiliano Zapata"
"24.7957211","-107.4042519","24.7960410","-107.4034306","Boulevard Emiliano Zapata"
"24.7960410","-107.4034306","24.7963044","-107.4027772","Boulevard Emiliano Zapata"
"24.7963044","-107.4027772","24.7963623","-107.4026416","Boulevard Emiliano Zapata"
"24.7963623","-107.4026416","24.7966359","-107.4019575","Boulevard Emiliano Zapata"
"24.7966359","-107.4019575","24.7936058","-107.4097992","Boulevard Emiliano Zapata"
"24.7936058","-107.4097992","24.7936724","-107.4098217","Boulevard Emiliano Zapata"
"24.7936724","-107.4098217","24.7973751","-107.3939424","Boulevard Emiliano Zapata"
"24.7973751","-107.3939424","24.7974547","-107.3939469","Boulevard Emiliano Zapata"
"24.7974547","-107.3939469","24.7968007","-107.4015018","Boulevard Emiliano Zapata"
"24.7968007","-107.4015018","24.7969168","-107.4015210","Boulevard Emiliano Zapata"
"24.7969168","-107.4015210","","","Boulevard Emiliano Zapata"
"24.8040850","-107.4054744","24.8019725","-107.4061552","Avenida de los Insurgentes"
"24.8019725","-107.4061552","24.8016062","-107.4064686","Avenida de los Insurgentes"
"24.8016062","-107.4064686","24.8012727","-107.4067237","Avenida de los Insurgentes"
"24.8012727","-107.4067237","24.8002476","-107.4076747","Avenida de los Insurgentes"
"24.8002476","-107.4076747","24.7997885","-107.4081735","Avenida de los Insurgentes"
"24.7997885","-107.4081735","24.7993283","-107.4086859","Avenida de los Insurgentes"
"24.7993283","-107.4086859","24.7988170","-107.4092585","Avenida de los Insurgentes"
"24.7988170","-107.4092585","24.7980247","-107.4101828","Avenida de los Insurgentes"
"24.7980247","-107.4101828","24.7979406","-107.4102809","Avenida de los Insurgentes"
"24.7979406","-107.4102809","24.7969178","-107.4112326","Avenida de los Insurgentes"
"24.7969178","-107.4112326","24.7959079","-107.4117838","Avenida de los Insurgentes"
"24.7959079","-107.4117838","24.7951626","-107.4121514","Avenida de los Insurgentes"
"24.7951626","-107.4121514","24.7945851","-107.4124182","Avenida de los Insurgentes"
"24.7945851","-107.4124182","24.7936125","-107.4128446","Avenida de los Insurgentes"
"24.7936125","-107.4128446","24.7930979","-107.4128969","Avenida de los Insurgentes"
"24.7930979","-107.4128969","24.7929467","-107.4128766","Avenida de los Insurgentes"
"24.7929467","-107.4128766","24.7929559","-107.4127395","Avenida de los Insurgentes"
"24.7929559","-107.4127395","24.7931058","-107.4127755","Avenida de los Insurgentes"
"24.7931058","-107.4127755","24.7945011","-107.4122545","Avenida de los Insurgentes"
"24.7945011","-107.4122545","24.7954584","-107.4117946","Avenida de los Insurgentes"
"24.7954584","-107.4117946","24.7958443","-107.4116004","Avenida de los Insurgentes"
"24.7958443","-107.4116004","24.7959960","-107.4115254","Avenida de los Insurgentes"
"24.7959960","-107.4115254","24.7963037","-107.4113731","Avenida de los Insurgentes"
"24.7963037","-107.4113731","24.7968313","-107.4110685","Avenida de los Insurgentes"
"24.7968313","-107.4110685","24.7974477","-107.4104976","Avenida de los Insurgentes"
"24.7974477","-107.4104976","24.7975030","-107.4104387","Avenida de los Insurgentes"
"24.7975030","-107.4104387","24.7981664","-107.4096947","Avenida de los Insurgentes"
"24.7981664","-107.4096947","24.7986898","-107.4091244","Avenida de los Insurgentes"
"24.7986898","-107.4091244","24.7992221","-107.4085510","Avenida de los Insurgentes"
"24.7992221","-107.4085510","24.7994460","-107.4083085","Avenida de los Insurgentes"
"24.7994460","-107.4083085","24.7997459","-107.4079817","Avenida de los Insurgentes"
"24.7997459","-107.4079817","24.8002706","-107.4074024","Avenida de los Insurgentes"
"24.8002706","-107.4074024","24.8003580","-107.4073097","Avenida de los Insurgentes"
"24.8003580","-107.4073097","24.8011352","-107.4065831","Avenida de los Insurgentes"
"24.8011352","-107.4065831","24.8011575","-107.4065653","Avenida de los Insurgentes"
"24.8011575","-107.4065653","24.8015829","-107.4062247","Avenida de los Insurgentes"
"24.8015829","-107.4062247","24.8023793","-107.4056534","Avenida de los Insurgentes"
"24.8023793","-107.4056534","24.8035064","-107.4051051","Avenida de los Insurgentes"
"24.8035064","-107.4051051","24.8039035","-107.4049607","Avenida de los Insurgentes"
"24.8039035","-107.4049607","","","Avenida de los Insurgentes"
"24.8081876","-107.4067674","24.8072198","-107.4062033","Boulevard José Limón"
"24.8072198","-107.4062033","24.8063721","-107.4060291","Boulevard José Limón"
"24.8063721","-107.4060291","24.8055442","-107.4058493","Boulevard José Limón"
"24.8055442","-107.4058493","24.8049423","-107.4057082","Boulevard José Limón"
"24.8049423","-107.4057082","24.8048691","-107.4056887","Boulevard José Limón"
"24.8048691","-107.4056887","24.8042093","-107.4054890","Boulevard José Limón"
"24.8042093","-107.4054890","24.8044915","-107.4050558","Boulevard José Limón"
"24.8044915","-107.4050558","24.8047710","-107.4053933","Boulevard José Limón"
"24.8047710","-107.4053933","24.8048454","-107.4055047","Boulevard José Limón"
"24.8048454","-107.4055047","24.8058937","-107.4058266","Boulevard José Limón"
"24.8058937","-107.4058266","24.8071497","-107.4060984","Boulevard José Limón"
"24.8071497","-107.4060984","24.8083649","-107.4067667","Boulevard José Limón"
"24.8083649","-107.4067667","24.8049628","-107.4055440","Boulevard José Limón"
"24.8049628","-107.4055440","24.8050877","-107.4055784","Boulevard José Limón"
"24.8050877","-107.4055784","24.8056289","-107.4056449","Boulevard José Limón"
"24.8056289","-107.4056449","24.8064574","-107.4058521","Boulevard José Limón"
"24.8064574","-107.4058521","24.8070174","-107.4059379","Boulevard José Limón"
"24.8070174","-107.4059379","24.8077840","-107.4060159","Boulevard José Limón"
"24.8077840","-107.4060159","","","Boulevard José Limón"
"24.8083649","-107.4069556","24.8081876","-107.4067674",""
"24.8081876","-107.4067674","24.8088860","-107.4075821",""
"24.8088860","-107.4075821","24.8076418","-107.4077497",""
"24.8076418","-107.4077497","24.8092719","-107.4063644",""
"24.8092719","-107.4063644","24.8096903","-107.4082458",""
"24.8096903","-107.4082458","24.8087707","-107.4072083",""
"24.8087707","-107.4072083","24.8088671","-107.4067499",""
"24.8088671","-107.4067499","24.8130594","-107.4005801",""
"24.8130594","-107.4005801","24.8128791","-107.4008614",""
"24.8128791","-107.4008614","24.8128045","-107.4009203",""
"24.8128045","-107.4009203","24.8128279","-107.4007068",""
"24.8128279","-107.4007068","24.8127631","-107.4004233",""
"24.8127631","-107.4004233","24.8128778","-107.3998841",""
"24.8128778","-107.3998841","24.8131916","-107.3980951",""
"24.8131916","-107.3980951","24.8133182","-107.3967969",""
"24.8133182","-107.3967969","24.8134659","-107.3963634",""
"24.8134659","-107.3963634","24.8120951","-107.3941074",""
"24.8120951","-107.3941074","24.8120145","-107.3940973",""
"24.8120145","-107.3940973","24.8119977","-107.4025452",""
"24.8119977","-107.4025452","24.8127458","-107.4025211",""
"24.8127458","-107.4025211","24.8108313","-107.4038310",""
"24.8108313","-107.4038310","24.8111177","-107.4039402",""
"24.8111177","-107.4039402","24.8111720","-107.4039790",""
"24.8111720","-107.4039790","24.8112418","-107.4039844",""
"24.8112418","-107.4039844","24.8116663","-107.4023142",""
"24.8116663","-107.4023142","24.8135933","-107.4025919",""
"24.8135933","-107.4025919","24.8135837","-107.4026647",""
"24.8135837","-107.4026647","24.8116554","-107.4023947",""
"24.8116554","-107.4023947","24.8110876","-107.4047524",""
"24.8110876","-107.4047524","24.8112418","-107.4039844",""
"24.8112418","-107.4039844","24.8117186","-107.4025950",""
"24.8117186","-107.4025950","24.8117704","-107.4023091",""
"24.8117704","-107.4023091","24.8119977","-107.4025452",""
"24.8119977","-107.4025452","24.8120031","-107.4035824",""
"24.8120031","-107.4035824","24.8118323","-107.4043702",""
"24.8118323","-107.4043702","24.8115840","-107.4048615",""
"24.8115840","-107.4048615","24.8114066","-107.4049675",""
"24.8114066","-107.4049675","24.8112915","-107.4050167",""
"24.8112915","-107.4050167","24.8112343","-107.4050803",""
"24.8112343","-107.4050803","24.8112175","-107.4051056",""
"24.8112175","-107.4051056","24.8110199","-107.4055449",""
"24.8110199","-107.4055449","24.8109692","-107.4056082",""
"24.8109692","-107.4056082","24.8109594","-107.4056179",""
"24.8109594","-107.4056179","24.8099712","-107.4012353",""
"24.8099712","-107.4012353","24.8097150","-107.4017590",""
"24.8097150","-107.4017590","24.8095220","-107.4011824",""
"24.8095220","-107.4011824","24.8097150","-107.4017590",""
"24.8097150","-107.4017590","24.8097271","-107.4018469",""
"24.8097271","-107.4018469","24.8114241","-107.4014908",""
"24.8114241","-107.4014908","24.8116663","-107.4023142",""
"24.8116663","-107.4023142","24.8116554","-107.4023947",""
"24.8116554","-107.4023947","24.8110589","-107.4030331",""
"24.8110589","-107.4030331","24.8136437","-107.4033782",""
"24.8136437","-107.4033782","24.8134273","-107.4035105",""
"24.8134273","-107.4035105","24.8133390","-107.4034882",""
"24.8133390","-107.4034882","24.8131869","-107.4032396",""
"24.8131869","-107.4032396","24.8135933","-107.4025919",""
"24.8135933","-107.4025919","24.8133801","-107.4020175",""
"24.8133801","-107.4020175","24.8133801","-107.4020175",""
"24.8133801","-107.4020175","24.8148441","-107.4025919",""
"24.8148441","-107.4025919","24.8140387","-107.4031732",""
"24.8140387","-107.4031732","24.8140389","-107.4027139",""
"24.8140389","-107.4027139","24.8134155","-107.4036250",""
"24.8134155","-107.4036250","24.8132847","-107.4040027",""
"24.8132847","-107.4040027","24.8132959","-107.4037006",""
"24.8132959","-107.4037006","24.8133159","-107.4035728",""
"24.8133159","-107.4035728","24.8161021","-107.4023008",""
"24.8161021","-107.4023008","24.8164381","-107.4011958",""
"24.8164381","-107.4011958","24.8072198","-107.4062033",""
"24.8072198","-107.4062033","24.8068633","-107.4067550",""
"24.8068633","-107.4067550","24.8069975","-107.4071107",""
"24.8069975","-107.4071107","24.8074674","-107.4073442",""
"24.8074674","-107.4073442","24.8078403","-107.4074118",""
"24.8078403","-107.4074118","24.8036659","-107.4012856",""
"24.8036659","-107.4012856","24.8041936","-107.4013503",""
"24.8041936","-107.4013503","24.8039582","-107.4053918",""
"24.8039582","-107.4053918","24.8035064","-107.4051051",""
"24.8035064","-107.4051051","24.8031826","-107.4047283",""
"24.8031826","-107.4047283","24.8071497","-107.4060984",""
"24.8071497","-107.4060984","24.8077840","-107.4060159",""
"24.8077840","-107.4060159","24.8078096","-107.4060213",""
"24.8078096","-107.4060213","24.8082907","-107.4063416",""
"24.8082907","-107.4063416","24.8086288","-107.4067431",""
"24.8086288","-107.4067431","24.8137990","-107.3953952",""
"24.8137990","-107.3953952","24.8137759","-107.3949187",""
"24.8137759","-107.3949187","24.8139092","-107.3945513",""
"24.8139092","-107.3945513","24.8118949","-107.3950348",""
"24.8118949","-107.3950348","24.8119853","-107.3944051",""
"24.8119853","-107.3944051","24.8139963","-107.4121831",""
"24.8139963","-107.4121831","24.8139233","-107.4122944",""
"24.8139233","-107.4122944","24.8138867","-107.4128633",""
"24.8138867","-107.4128633","24.8130805","-107.4120203",""
"24.8130805","-107.4120203","24.8139352","-107.4120644",""
"24.8139352","-107.4120644","24.8165963","-107.4011904",""
"24.8165963","-107.4011904","24.8170395","-107.4014748",""
"24.8170395","-107.4014748","24.8175873","-107.4016155",""
"24.8175873","-107.4016155","24.8180412","-107.4015753",""
"24.8180412","-107.4015753","24.8163699","-107.3995757",""
"24.8163699","-107.3995757","24.8161344","-107.3997628",""
"24.8161344","-107.3997628","24.8158591","-107.3999859",""
"24.8158591","-107.3999859","24.8156177","-107.3943602",""
"24.8156177","-107.3943602","24.8152640","-107.3992243",""
"24.8152640","-107.3992243","24.8156958","-107.3988812",""
"24.8156958","-107.3988812","24.8157430","-107.3988455",""
"24.8157430","-107.3988455","24.8164093","-107.4009320",""
"24.8164093","-107.4009320","24.8168238","-107.4005564",""
"24.8168238","-107.4005564","24.8169700","-107.4004032",""
"24.8169700","-107.4004032","24.8146794","-107.3893316",""
"24.8146794","-107.3893316","24.8146307","-107.3903456",""
"24.8146307","-107.3903456","24.8145456","-107.3912243",""
"24.8145456","-107.3912243","24.8145793","-107.3956255",""
"24.8145793","-107.3956255","24.8141003","-107.3963403",""
"24.8141003","-107.3963403","24.8151125","-107.3874602",""
"24.8151125","-107.3874602","24.8153337","-107.3874159",""
"24.8153337","-107.3874159","24.8182542","-107.4016866",""
"24.8182542","-107.4016866","24.8178951","-107.4018127",""
"24.8178951","-107.4018127","24.8145456","-107.3912243",""
"24.8145456","-107.3912243","24.8142354","-107.3925886",""
"24.8142354","-107.3925886","24.8140462","-107.3958300",""
"24.8140462","-107.3958300","24.8142087","-107.3955678",""
"24.8142087","-107.3955678","24.8053483","-107.3829628",""
"24.8053483","-107.3829628","24.8055915","-107.3834657",""
"24.8055915","-107.3834657","24.8051770","-107.3838487",""
"24.8051770","-107.3838487","24.8049229","-107.3833913",""
"24.8049229","-107.3833913","24.8056292","-107.3834781",""
"24.8056292","-107.3834781","24.8052936","-107.3837569",""
"24.8052936","-107.3837569","24.7977008","-107.3892443",""
"24.7977008","-107.3892443","24.7976019","-107.3892362",""
"24.7976019","-107.3892362","24.7965806","-107.3891437",""
"24.7965806","-107.3891437","24.7964004","-107.3891274",""
"24.7964004","-107.3891274","24.7956525","-107.3891219",""
"24.7956525","-107.3891219","24.7939029","-107.3887076",""
"24.7939029","-107.3887076","24.7934560","-107.3883819",""
"24.7934560","-107.3883819","24.7933648","-107.3882790",""
"24.7933648","-107.3882790","24.7927179","-107.3879683",""
"24.7927179","-107.3879683","24.8117942","-107.3712985",""
"24.8117942","-107.3712985","24.8139245","-107.3698999",""
"24.8139245","-107.3698999","24.8132793","-107.3782381",""
"24.8132793","-107.3782381","24.8136090","-107.3779413",""
"24.8136090","-107.3779413","24.8107552","-107.3713094",""
"24.8107552","-107.3713094","24.8105672","-107.3713038",""
"24.8105672","-107.3713038","24.8137515","-107.3779813",""
"24.8137515","-107.3779813","24.8140072","-107.3782884",""
"24.8140072","-107.3782884","24.8138009","-107.3785633",""
"24.8138009","-107.3785633","24.8138658","-107.3782931",""
"24.8138658","-107.3782931","24.7995323","-107.3803223",""
"24.7995323","-107.3803223","24.8027517","-107.3809679",""
"24.8027517","-107.3809679","24.8023480","-107.3813185",""
"24.8023480","-107.3813185","24.8020510","-107.3815948",""
"24.8020510","-107.3815948","24.8017662","-107.3818426",""
"24.8017662","-107.3818426","24.8167530","-107.3878324",""
"24.8167530","-107.3878324","24.8164643","-107.3853017",""
"24.8164643","-107.3853017","24.8165647","-107.3853754",""
"24.8165647","-107.3853754","24.8171032","-107.3857347",""
"24.8171032","-107.3857347","24.8173720","-107.3859256",""
"24.8173720","-107.3859256","24.8177363","-107.3861606",""
"24.8177363","-107.3861606","24.7936125","-107.4128446",""
"24.7936125","-107.4128446","24.7934227","-107.4130342",""
"24.7934227","-107.4130342","24.7930692","-107.4133872",""
"24.7930692","-107.4133872","24.7929468","-107.4134331",""
"24.7929468","-107.4134331","24.7927120","-107.4127805",""
"24.7927120","-107.4127805","24.8154591","-107.4001855",""
"24.8154591","-107.4001855","24.8155002","-107.3997923",""
"24.8155002","-107.3997923","24.8151082","-107.4006741",""
"24.8151082","-107.4006741","24.8154591","-107.4001855",""
"24.8154591","-107.4001855","24.8154591","-107.4001855",""
"24.8154591","-107.4001855","24.8156886","-107.4000541",""
"24.8156886","-107.4000541","24.8157311","-107.4001171",""
"24.8157311","-107.4001171","24.8155848","-107.4002313",""
"24.8155848","-107.4002313","24.8153855","-107.4004755",""
"24.8153855","-107.4004755","24.8151557","-107.4007706",""
"24.8151557","-107.4007706","24.8150376","-107.3994369",""
"24.8150376","-107.3994369","24.8154888","-107.4147825",""
"24.8154888","-107.4147825","24.8154690","-107.4148440",""
"24.8154690","-107.4148440","24.8177077","-107.4172528",""
"24.8177077","-107.4172528","24.8139829","-107.4131718",""
"24.8139829","-107.4131718","24.8137990","-107.4131410",""
"24.8137990","-107.4131410","24.8124673","-107.4141642",""
"24.8124673","-107.4141642","24.8124040","-107.4142246",""
"24.8124040","-107.4142246","24.7910330","-107.4055289",""
"24.7910330","-107.4055289","24.7904514","-107.4057391",""
"24.7904514","-107.4057391","24.8050877","-107.4055784",""
"24.8050877","-107.4055784","24.8058937","-107.4058266",""
"24.8058937","-107.4058266","24.8084042","-107.4070970",""
"24.8084042","-107.4070970","24.8075685","-107.4076962",""
"24.8075685","-107.4076962","24.8135570","-107.3872821",""
"24.8135570","-107.3872821","24.8136444","-107.3871168",""
"24.8136444","-107.3871168","24.8122488","-107.3942623",""
"24.8122488","-107.3942623","24.8124801","-107.3951209",""
"24.8124801","-107.3951209","24.8120428","-107.3946116",""
"24.8120428","-107.3946116","24.8121093","-107.3946910",""
"24.8121093","-107.3946910","24.8123748","-107.3949051",""
"24.8123748","-107.3949051","24.8125322","-107.3915477",""
"24.8125322","-107.3915477","24.8124199","-107.3940146",""
"24.8124199","-107.3940146","24.8123969","-107.3941219",""
"24.8123969","-107.3941219","24.8123928","-107.3942295",""
"24.8123928","-107.3942295","24.8123748","-107.3949051",""
"24.8123748","-107.3949051","24.8122899","-107.3964802",""
